,IDX30 Index,,,,,LQ45 Index,,,,,KOA Comdty,,,,,XWA Comdty,,,,,LMNIDY Comdty,,,,,COA Comdty,,,,,LOSNDY Comdty,,,,,HGA Comdty,,,,,USDIDR Curncy,,,,,XAUIDR Curncy,,,,,RR1 Comdty,,,,
,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...,#N/A Requesting Data...
Dates,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW,PX_OPEN,PX_LAST,PX_VOLUME,PX_HIGH,PX_LOW
4/17/2015,491.929,485.421,3048322200,492.812,484.48,950.262,938.758,4246701600,951.812,935.056,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,12530,12508.5,103726,12890,12256.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16410,14765,#N/A N/A,16410,14765,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12918,12855,#N/A N/A,12993,12805,15613951.86,15460071.84,#N/A N/A,15692371.87,153588.9246,10.32,9.905,4553,10.36,9.755
4/24/2015,485.077,491.996,2853744500,494.789,482.597,937.772,950.481,3984591200,955.763,933.545,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,12375,13158,54375,12860,12360,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15010,15650,#N/A N/A,15650,15010,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12858,12921,#N/A N/A,12995,12858,15468911.84,15277641.82,#N/A N/A,15593441.86,153956.2215,9.955,9.98,4419,10.15,9.76
5/1/2015,486.727,449.28,3947067600,487.364,443.14,941.135,869.44,5835905000,942.374,858.278,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,13500,13708.5,47357,13860,13225,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16050,16200,#N/A N/A,16275,15705,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12940,12964,#N/A N/A,12994,12915,15273681.82,15331631.83,#N/A N/A,15751181.88,153462.0183,9.99,9.95,3511,10.2,9.865
5/8/2015,450.35,465.752,3419146200,467.89,450.143,871.195,898.316,5541338500,902.632,870.853,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,14130,14260,37239,14415,13900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16010,15950,#N/A N/A,16055,15950,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,12985,13125,#N/A N/A,13196,12979,15292211.82,15501341.85,#N/A N/A,15665121.87,153538.6121,10.065,9.505,226,10.065,9.47
5/15/2015,468.096,468.57,2591984500,473.659,464.983,903.04,906.726,4334658200,915.023,897.383,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,14290,13941.5,51475,14290,13650,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15655,15800,#N/A N/A,15950,15655,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13118,13090,#N/A N/A,13216,13075,15591481.86,15993571.91,#N/A N/A,16044651.91,155997.9248,9.31,9.575,432,9.62,9.21
5/22/2015,467.892,479.388,2962097400,483.088,466.948,905.542,926.603,4615390400,933.794,904.137,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,13655.8,12664,80452,13802,12704,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16005,15820,#N/A N/A,16005,15800,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13113,13158,#N/A N/A,13190,13090,16035191.91,15853531.89,#N/A N/A,16191701.93,159046.9252,9.585,9.43,1348,9.86,9.42
5/29/2015,478.742,467.44,2855622700,483.561,467.44,925.252,904.133,4887076300,934.116,904.133,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,12650,12588,33789,12840,12589,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15675,15450,#N/A N/A,15675,15345,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13193,13225,#N/A N/A,13240,13166,15867561.89,15727171.87,#N/A N/A,15946051.9,156925.6125,9.4,9.51,2612,9.74,9.375
6/5/2015,466.973,455.177,2001181500,467.876,451.456,903.052,881.227,2986981900,904.775,874.213,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,12540,13145,34907,12941.5,12533,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15400,15250,#N/A N/A,15530,15250,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13210,13278,#N/A N/A,13300,13193,15750981.88,15665841.87,#N/A N/A,15898331.9,156066.8155,9.51,9.805,2245,10.02,9.45
6/12/2015,453.145,437.889,2783307200,453.534,429.51,877.604,846.058,4347374000,878.31,830.18,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,13085,13093,40502,13535,13060,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15300,14900,#N/A N/A,15420,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13335,13336,#N/A N/A,13390,13274,15548231.85,15752651.88,#N/A N/A,15837011.89,157002.425,9.75,9.68,2604,9.985,9.67
6/19/2015,436.475,443.559,2520280200,444.308,426.106,843.355,857.653,3855842100,859.362,823.389,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,12735,12671.5,64731,12859,12594,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14430,15180,#N/A N/A,15180,14430,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13326,13333,#N/A N/A,13376,13300,15763211.88,15992401.91,#N/A N/A,16073251.92,157206.425,9.69,9.72,4545,9.88,9.625
6/26/2015,444.55,435.065,3041961500,444.55,431.549,859.45,842.366,4183866600,859.45,836.201,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,12590,12402,44200,12780,12490,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15175,14750,#N/A N/A,15200,14750,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13333,13308,#N/A N/A,13347,13250,15981601.91,15673961.87,#N/A N/A,16014401.91,156548.3155,9.68,9.96,3799,10.14,9.66
7/3/2015,431.514,444.332,2857622000,444.332,428.647,835.526,857.044,3988274400,857.044,829.77,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11710,11957,44757,12060,11675,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14375,14175,#N/A N/A,14545,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13335,13321,#N/A N/A,13381,13273,15623061.86,15596871.86,#N/A N/A,15862631.89,155432.8154,9.915,10.38,2329,10.43,9.68
7/10/2015,439.493,429.585,2934713300,441.897,424.142,847.635,829.821,4366970500,852.084,818.498,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11546.5,11218.25,37209,11560,10603,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14350,14005,#N/A N/A,14355,14005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13333,13315,#N/A N/A,13365,13289,15570001.86,15477271.85,#N/A N/A,15677211.87,153785.5183,10.51,10.855,545,11.05,10.355
7/17/2015,429.89,431.278,1575344300,437.556,429.24,830.813,832.875,2089982500,844.865,829.237,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11450,11460.5,83663,11735,11380,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14205,15675,#N/A N/A,15675,14205,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13300,13346,#N/A N/A,13367,13284,15488851.85,15151241.81,#N/A N/A,15499091.85,153611.7214,10.685,10.92,1478,11.1,10.675
7/24/2015,434.079,428.898,1724488900,436.94,428.027,837.45,828.388,2290706100,843.644,827.016,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,11465,11251.5,44868,11775,11170,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15485,14900,#N/A N/A,15485,14850,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13350,13446,#N/A N/A,13463,13341,15142341.81,14796271.76,#N/A N/A,15142341.81,145774.8143,10.845,11.045,2498,11.23,10.775
7/31/2015,425.749,421.32,3189434900,427.737,410.51,822.39,813.097,4427929200,826.703,793.252,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10910,10993.5,45519,11190,10875,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15400,16360,#N/A N/A,16360,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13466,13531,#N/A N/A,13552,13429,14782221.76,14782621.76,#N/A N/A,14884751.77,146230.1112,11.06,11.515,3624,11.65,10.88
8/7/2015,417.957,421.326,3000956200,431.794,417.537,806.83,811.456,6001353200,832.15,806.474,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10770,10757.5,39903,10859,10695,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16000,15275,#N/A N/A,16150,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13510,13541,#N/A N/A,13553,13479,14820971.77,14797961.76,#N/A N/A,14881071.77,146754.6112,11.555,11.43,3335,11.615,11.31
8/14/2015,420.211,403.187,3559716300,422.578,388.479,809.178,776.457,6722542200,813.23,747.809,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10938,10568,34562,10938,10455,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15175,15505,#N/A N/A,15505,15150,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13540,13788,#N/A N/A,13831,13520,14802501.76,15393181.84,#N/A N/A,15739741.88,148399.4239,11.44,11.82,6010,12.07,11.425
8/21/2015,401.446,377.221,2417782400,402.428,377.221,773.119,727.225,4167998700,774.851,727.225,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10550,10168,64422,10608,10105,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15650,15190,#N/A N/A,16250,15190,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13823,13943,#N/A N/A,13950,13790,15382741.83,16278911.94,#N/A N/A,16373421.95,154767.8153,11.825,11.65,2993,12,11.5
8/28/2015,365.258,393.815,5143956300,401.403,354.342,702.99,757.069,8232295000,771.825,682.443,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,9350,10033,44285,9834,9300,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14595,14360,#N/A N/A,14595,13895,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13973,13983,#N/A N/A,14141,13970,16150891.93,15885131.89,#N/A N/A,16523271.97,157449.6125,11.65,11.59,4705,11.655,11.15
9/4/2015,393.829,391.052,3451512300,401.711,382.374,757.274,749.847,5118391300,771.427,734.655,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,9950,9923.5,32328,10050,9740,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14850,15595,#N/A N/A,15625,14850,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13990,14168,#N/A N/A,14190,13990,15850391.89,16078461.92,#N/A N/A,16197541.93,159143.7221,11.6,11.85,1940,11.94,11.58
9/11/2015,388.671,383.705,3924811400,388.779,372.49,745.207,736.361,5343247300,745.394,715.705,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,9820,10270.5,41902,10325,9803,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15250,15855,#N/A N/A,15855,15250,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14220,14331,#N/A N/A,14339,14165,16081581.92,15852981.89,#N/A N/A,16104521.92,158679.6127,11.9,12.6,221,12.505,11.825
9/18/2015,386.188,386.036,3500620700,389.196,379.256,740.895,740.377,4468852000,747.031,727.827,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,9900,9644,82660,10111,9753,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16045,15050,#N/A N/A,16045,15050,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14328,14380,#N/A N/A,14489,14315,15874421.89,16399761.96,#N/A N/A,16417061.96,158862.7221,12.965,12.95,1681,13.02,12.57
9/25/2015,382.101,362.786,2399793100,385.29,360.903,733.219,699.371,3549817200,739.993,696.112,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,9700,9918,52463,9828.5,9676.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15350,15325,#N/A N/A,15350,15050,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14430,14686,#N/A N/A,14710,14375,16390501.95,16786982,#N/A N/A,17138572.04,164567.7227,12.88,13.27,2093,13.34,12.69
10/2/2015,361.232,364.04,3568642600,372.349,342.069,696.426,701.316,4876043700,716.675,660.81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,9840,9994,47977,10410,9836.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15400,15700,#N/A N/A,15800,15400,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14690,14645,#N/A N/A,14736,14630,16829152.01,16672341.99,#N/A N/A,16961712.02,162165.0193,13.22,13.25,3207,13.39,13.15
10/9/2015,369.027,410.629,5459746700,414.202,368.645,710.414,788.952,7518504000,795.23,709.795,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,9930,10463,35049,10710,9900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15680,16325,#N/A N/A,16325,15680,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14635,13428,#N/A N/A,14635,13288,16700801.99,15573401.86,#N/A N/A,16700801.99,154872.9247,13.205,12.995,3834,13.44,12.75
10/16/2015,411.227,401.456,3308929800,415.669,396.715,790.881,772.271,4297306200,799.322,763.117,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10633.5,10554.75,31039,10635,10371.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16125,16100,#N/A N/A,16245,15900,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13359,13530,#N/A N/A,13633,13228,15513271.85,15897721.9,#N/A N/A,16167091.93,157467.0188,12.965,12.11,5958,13.065,11.99
10/23/2015,403.247,418.499,3886812400,421.612,403.153,775.56,804.738,5806187700,810.412,775.397,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10412.5,10488.5,104168,10600,10276.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,16000,16075,#N/A N/A,16075,15975,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13525,13633,#N/A N/A,13754,13425,15946871.9,15851941.89,#N/A N/A,16240371.94,158737.3158,12.13,11.855,4913,12.29,11.85
10/30/2015,422.675,394.915,3518224200,423.964,394.902,812.421,759.734,5422495300,814.853,759.551,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10460,10046,61101,10485,10131.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,15700,15025,#N/A N/A,15700,15005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13635,13695,#N/A N/A,13700,13479,15867131.89,15636231.86,#N/A N/A,16018551.91,157220.8156,11.855,11.61,4214,11.925,11.315
11/6/2015,392.862,408.68,3320677000,414.058,390.868,756.462,783.829,4559516900,795.183,752.131,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,10045,9600,50133,10050,9680,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14925,14710,#N/A N/A,14995,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13663,13563,#N/A N/A,13693,13435,15628501.86,14949061.78,#N/A N/A,15635971.86,150337.0179,11.84,12.185,878,12.175,11.77
11/13/2015,406.996,398.282,3032740600,407.013,391.307,780.378,762.891,3956928900,780.409,750.227,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,9550,9389.5,47650,9596.2,9359,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14555,14775,#N/A N/A,14775,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13665,13666,#N/A N/A,13725,13560,14949001.78,14937161.78,#N/A N/A,15043921.79,147926.5176,12,11.96,131,12.1,11.86
11/20/2015,393.36,411.282,3241908200,411.282,389.588,753.917,787.448,4284014300,787.448,746.191,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,9400,8693,103017,9405,8881.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14845,14795,#N/A N/A,14845,14600,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13690,13658,#N/A N/A,13804,13613,14949981.78,14708061.75,#N/A N/A,15085221.8,147718.4239,12.08,12.13,2627,12.2,11.745
11/27/2015,412.425,411.738,2765281300,418.289,406.73,789.825,787.038,3818432100,799.245,778.797,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,8154,8742,46941,9164,8154,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14525,15015,#N/A N/A,15015,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13652,13776,#N/A N/A,13778,13643,14712501.75,14622401.74,#N/A N/A,14834521.77,147099.6113,12.12,11.955,1310,12.32,11.85
12/4/2015,406.993,407.235,3974442000,413.066,395.348,778.107,777.484,5294643300,788.559,755.462,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,8750,8945.5,41487,9025,8730,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14985,14860,#N/A N/A,15200,14775,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13800,13835,#N/A N/A,13856,13745,14629241.74,15007651.79,#N/A N/A,15033491.79,145415.5173,11.945,11.18,4361,12.06,11.09
12/11/2015,409.447,393.279,2798381000,412.9,393.279,781.754,751.64,3433993200,788.78,751.64,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,8934,8656.5,34549,8939,8526.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14880,14600,#N/A N/A,14880,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13823,13950,#N/A N/A,13976,13817,15006961.79,15197281.81,#N/A N/A,15256231.82,148969.2209,11.185,11.055,3875,11.225,10.76
12/18/2015,388.666,403.157,3565192800,414.463,385.254,742.606,770.861,4618746700,790.958,736.333,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,8560,8723.5,91231,8765,8560,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14580,14675,#N/A N/A,14755,5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14004,13915,#N/A N/A,14095,13913,15187661.81,14779931.76,#N/A N/A,15210371.81,146810.2206,11.11,11.08,3628,11.19,10.86
12/25/2015,400.813,407.41,1624135800,408.639,400.684,766.322,778.105,2227893800,780.269,766.179,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,8750,8599.5,39370,8847,8560,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14560,14650,#N/A N/A,14725,14560,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13954,13644,#N/A N/A,13961,13565,14772371.76,14669791.75,#N/A N/A,14873451.77,146220.3143,11.045,10.82,3051,11.125,10.805
1/1/2016,405.765,414.728,1676662000,417.903,405.678,775.167,792.033,2234017800,797.672,775,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,8550,8780,17261,8670,8548,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14595,14600,#N/A N/A,14655,14595,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13628,13788,#N/A N/A,13833,13610,14666001.75,14711241.75,#N/A N/A,14821021.77,146465.6112,10.85,11.565,3634,11.755,10.85
1/8/2016,412.718,413.143,3514492500,424.807,408.11,788.39,790.06,5495978300,810.956,780.813,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,8510,8525.5,34489,8621.2,8310,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,14560,13950,#N/A N/A,14560,13850,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13825,13923,#N/A N/A,13985,13793,14732711.76,15383351.83,#N/A N/A,15528361.85,149313.0178,11.575,11.615,372,11.645,11.355
1/15/2016,408.389,410.068,4041765000,416.99,403.734,781.325,784.216,5364431000,797.383,772.257,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,8310,8359.5,26413,8380,8176.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13580,13375,#N/A N/A,13580,13255,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13955,13894,#N/A N/A,13969,13813,15370041.83,15226241.82,#N/A N/A,15488411.85,149682.8147,10.825,10.665,912,10.985,10.65
1/22/2016,405.281,407.8,3734755000,409.527,399.92,774.947,779.313,5325623700,783.455,765.005,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,69.25,25,#N/A N/A,#N/A N/A,8500,8673.25,84659,8725,8495.5,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13235,13625,#N/A N/A,13625,13235,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,13925,13845,#N/A N/A,13960,13845,15226101.82,15144971.81,#N/A N/A,15532091.85,151651.2212,10.7,10.96,1936,11.09,10.69
